Step,this
0.068444096,
0.057658996,
0.059323203,
0.056899492,
0.05470879,
0.053346287,
0.052197877,
0.050699387,
0.049563352,
0.057116881,
0.05565995,
0.054815039,
0.053132787,
0.053357169,
0.051409651,
0.050326917,
0.052793134,
0.050413359,
0.049537458,
0.048204217,
0.047756013,
0.050204702,
0.047972251,
0.048180956,
0.047285672,
0.048459001,
0.047083918,
0.050211154,
0.047385126,
0.045695756,
0.045279481,
0.045346633,
0.044545643,
0.045040224,
0.044324011,
0.044232536,
0.04946205,
0.045215219,
0.049413975,
0.046196796,
0.045584757,
0.045001701,
0.044046212,
0.04411431,
0.043398425,
0.042809539,
0.043210726,
0.041676581,
0.041121993,
0.040165186,
0.044262469,
0.041485004,
0.041281406,
0.043732755,
0.041713804,
0.040996414,
0.040734936,
0.039453525,
0.038918916,
0.038137455,
0.038113784,
0.037760101,
0.037356634,
0.038165268,
0.037869595,
0.037488587,
0.037453577,
0.036237422,
0.035872921,
0.035271652,
0.035259169,
0.034698445,
0.034214869,
0.039581411,
0.038003884,
0.036361884,
0.036040857,
0.035033081,
0.03460237,
0.033824012,
0.033933286,
0.033213329,
0.035014093,
0.036164246,
0.034517504,
0.03387795,
0.033563722,
0.032367896,
0.032398026,
0.031924047,
0.03230283,
0.031074114,
0.030542213,
0.031464577,
0.03355382,
0.032027427,
0.031454179,
0.03040814,
0.030240791,
0.034642756,
0.035592485,
0.033465933,
0.030678738,
0.032910734,
0.031233065,
0.030395657,
0.030052578,
0.028999763,
0.02884395,
0.028997716,
0.029202361,
0.028703088,
0.027038742,
0.027632367,
0.027730884,
0.027400846,
0.027230261,
0.026482193,
0.026558943,
0.027019894,
0.027327003,
0.039719719,
0.046129823,
0.038995739,
0.034881119,
0.032893576,
0.031366251,
0.03123212,
0.029903362,
0.029469812,
0.029613687,
0.028742973,
0.029169958,
0.028453151,
0.028023759,
0.027455403,
0.026955834,
0.026261883,
0.026303807,
0.026682915,
0.026960425,
0.025758749,
0.028139038,
0.03757238,
0.033702128,
0.03019673,
0.029110162,
0.027850436,
0.02752501,
0.027436299,
