Step,this
0.687174488,
0.689983627,
0.580208674,
0.479147645,
0.534451451,
0.571912425,
0.640717429,
0.714072606,
0.682066371,
0.731976851,
0.759944986,
0.759330982,
0.777808048,
0.777580844,
0.804823063,
0.795457883,
0.812743992,
0.815562572,
0.820892234,
0.828996215,
0.831287443,
0.81059241,
0.754404061,
0.204422638,
0.267828604,
0.33193096,
0.236612038,
0.314806287,
0.358529844,
0.323703986,
0.181115444,
0.276605449,
0.280316988,
0.345784938,
0.391962828,
0.428888595,
0.462910251,
0.478343175,
0.499695951,
0.519310771,
0.529531157,
0.529621913,
0.460550334,
0.46199923,
0.506327988,
0.527009755,
0.523094721,
0.56201136,
0.586716904,
0.593601932,
0.598943608,
0.618119497,
0.63832372,
0.654036321,
0.660892041,
0.670495438,
0.682163556,
0.69675995,
0.688917774,
0.69850155,
0.693707301,
0.678956492,
0.638918033,
0.613584925,
0.613731218,
0.64953512,
0.629063173,
0.656798826,
0.65370033,
0.683718273,
0.68209398,
0.69485483,
0.691153043,
0.70123771,
0.710574111,
0.71684478,
0.722379483,
0.723911292,
0.728855638,
0.735812644,
0.586988045,
0.695975428,
0.673604146,
0.66623888,
0.655052589,
0.692135695,
0.654281219,
0.685869007,
0.688458527,
0.701438002,
0.697583567,
0.706564182,
0.710663046,
0.716207717,
0.722012643,
0.689408147,
0.716337601,
0.723215454,
0.730609478,
0.719372617,
0.72751218,
0.704100604,
0.693875459,
0.66829845,
0.663417542,
0.686035319,
0.672928329,
0.696598635,
0.693610345,
0.716886038,
0.703699676,
0.708673845,
0.71829196,
0.727940869,
0.734743984,
0.737603396,
0.744330342,
0.745939201,
0.74145709,
0.747098551,
